2.1796282469954122|1.9624141481913389|1.7063794876342495|1.538429671226571|1.4348090070567718|1.3622762541792708|1.315391709271087|1.2827626325224089|1.257525356937217|1.2415612310035045|1.232341831133246|1.2242843364471714|1.2084988393740022|1.213842737075945|1.2041710979862301|1.2038345990115649|1.1825658006755184|1.1766978379798263|1.170854521668665|1.1553289109169076|1.140764926394371|1.1265033018099118|1.114189913828079|1.1019371587391857|1.0825161316079093|1.0684060231191383|1.0565090906130123|1.0528312978679186|1.0355637487211184|1.0311881428984202|1.0296197125356492|1.0145026788319627|1.006446081753735|1.0057904513459228|0.9968877500050688|0.9985127283013575|0.9969794578748207|1.0024927478947052|0.9875440200169882|0.9801241276471038|0.9987845039803144|0.9825710768569006|0.9764509617465816|0.9859752891814872|0.9709425639344132|0.9681654028152222|0.9581728719140841|0.9576080626548698|0.9491269634738905|0.9441700419878851|0.9524170432460907|0.9437142893603948|0.9366700529507851|0.941372813427285|0.9308793460397415|0.9294064434151671|0.9390434470350884|0.9212518957651914|0.935352463156121|0.9340514959809987|0.9155204962922013|0.9210729109097834|0.9213095574074139|0.911428205770989|0.9248086252168978|0.9185136937659625|0.912083383292368|0.9095314874496634|0.9123893298514901|0.9109002278275686|0.9077631022832165|0.9097208685526564|0.9079803296420128|0.9129800336546006|0.9181026922513361|0.9070548592092784|0.9034575686607187|0.9140542095110297|0.9148590210910257|0.9012834100418439|0.9070972381117137|0.9123761621240067|0.9114537318003232|0.9032974643250035|0.9120025637487298|0.9039503825853948|0.9073896114140341|0.9130204954103792|0.9070366185549732|0.9078500635547725|0.9102029068284927|0.9035119512309767|0.9089716985889765|0.9058560228238911|0.9065583340109211|0.9043897197126798|0.9038734234631334|0.9029376161152913|0.9105147795590092|0.9161430012145543|0.9171042700880738|0.8980350687623568|0.9196150063379714|0.9142652164855504|0.9081512011893808|0.9000738867341656|0.9062498353387667|0.9091924907954316|0.9201813435445637|0.892919591572731|0.9032936509885744|0.9070540378082833|0.9057600049123372|0.9099208119253045|0.908325714335594,0.4063927|0.39269406|0.33789954|0.33333334|0.33333334|0.33333334|0.33333334|0.33333334|0.33333334|0.33333334|0.33333334|0.33789954|0.33333334|0.33333334|0.33333334|0.33333334|0.33789954|0.33333334|0.34246576|0.34703195|0.40182647|0.47031963|0.49315068|0.5205479|0.53424656|0.5525114|0.56621003|0.5981735|0.58447486|0.57990867|0.58447486|0.5753425|0.5707763|0.5753425|0.56164384|0.56621003|0.5707763|0.5753425|0.58447486|0.5753425|0.58447486|0.57990867|0.57990867|0.5936073|0.5890411|0.5890411|0.57990867|0.58447486|0.57990867|0.5890411|0.58447486|0.58447486|0.58447486|0.5707763|0.58447486|0.5890411|0.5936073|0.58447486|0.60273975|0.5753425|0.57990867|0.58447486|0.5936073|0.58447486|0.61187214|0.6164383|0.5981735|0.5981735|0.5981735|0.6210046|0.6210046|0.6255708|0.6392694|0.5981735|0.6255708|0.6347032|0.63013697|0.6210046|0.6164383|0.6484018|0.6210046|0.6210046|0.6164383|0.63013697|0.6164383|0.6210046|0.6164383|0.6210046|0.6210046|0.6255708|0.6164383|0.6210046|0.60273975|0.6164383|0.6164383|0.6164383|0.6210046|0.6210046|0.5981735|0.6255708|0.60730594|0.63013697|0.60273975|0.6210046|0.6164383|0.6255708|0.6164383|0.6255708|0.5981735|0.6210046|0.63013697|0.6347032|0.5981735|0.5981735|0.6255708,10.549540042877197
2.1334295817161806|1.8058316800147975|1.5258591534340218|1.3827022090894447|1.3000688389556048|1.251186460120493|1.2184480586552728|1.181924554310977|1.1638680424320098|1.1440513583078777|1.1282171547140705|1.1119701282618797|1.1011712646375509|1.0885894429193783|1.0775387270809853|1.068041310734945|1.058006867970506|1.0513326063003714|1.0418679627109335|1.038667736260314|1.0302475821481991|1.023959662816296|1.0217411545313657|1.0100978599291415|1.0111498448946705|1.000161697058917|1.0008572544137093|0.9970979981770799|0.9907092639844711|0.9913363889472125|0.9858018911048158|0.9852475205512896|0.982436979742355|0.9800515664766912|0.9765799350390151|0.973236796518439|0.9697833594666224|0.9660049666008449|0.9612874407746476|0.9566329821059693|0.952202445568015|0.9486594608385269|0.9475490045329752|0.9423223723015285|0.9430723027007221|0.9459088175264123|0.9400890311694037|0.9371672615613023|0.9374919974640624|0.9417847035682365|0.9363674869820408|0.940088509968971|0.9368920070395622|0.9369415295178487|0.9349876182264389|0.9389625281503756|0.939932690907831|0.9424655617099919|0.9336279342163644|0.9416533346589842|0.9394894460020544|0.9392889852393164|0.9385481095749494|0.9370328838422418|0.9387453995883193|0.9387336294400638|0.9373541613147683|0.9372584106715303|0.9468552984603463|0.9428025337114726|0.9391578610084917|0.9426906514385519|0.940422046674441|0.9464453447899318|0.9371099855801831,0.42922375|0.543379|0.51141554|0.51141554|0.51141554|0.51141554|0.5205479|0.51598173|0.5296804|0.5296804|0.5296804|0.5296804|0.5251142|0.5205479|0.5205479|0.5205479|0.51141554|0.49315068|0.4977169|0.47488585|0.47945204|0.47945204|0.47945204|0.53881276|0.57990867|0.5981735|0.5981735|0.56621003|0.5707763|0.543379|0.543379|0.53881276|0.5251142|0.53881276|0.5296804|0.5479452|0.55707765|0.56164384|0.5707763|0.5936073|0.5981735|0.5981735|0.58447486|0.63013697|0.6392694|0.6210046|0.6164383|0.6210046|0.61187214|0.60730594|0.6255708|0.6255708|0.60730594|0.61187214|0.6164383|0.60730594|0.61187214|0.60273975|0.6255708|0.60730594|0.60730594|0.61187214|0.61187214|0.6164383|0.60730594|0.60273975|0.5981735|0.6210046|0.60273975|0.5981735|0.5981735|0.60273975|0.60273975|0.5981735|0.6164383,6.799079895019531
2.1716774272047767|1.9679493642833135|1.7319116576077187|1.555695716104551|1.432514981047748|1.338730971562808|1.2658771820808654|1.213295689456539|1.1761571854761201|1.1474083346318982|1.1243443622436697|1.1056931380811892|1.0895236972804483|1.0789047936870628|1.0662432647731206|1.0548828513654944|1.0453094358313573|1.0369256778394795|1.0325102161054742|1.0260602456249603|1.014072465025671|1.0080830114617196|1.0020742367391717|0.9970788117413107|0.9878241479668988|0.9852507068141955|0.9816089356870956|0.9712783498306797|0.9720833856765538|0.9688768136446879|0.96682594682528|0.9648722124426332|0.9626439091277449|0.956721692052606|0.962356853430674|0.9556523858140048|0.9506595880473585|0.9565985420523169|0.9554366374124675|0.9530112743377686|0.9565229541090525|0.9474881868384201|0.9520331593953311|0.9461303701683811|0.9495789414127124|0.9533403875076607|0.9440941848711336|0.9450526022475604|0.9456025217766086|0.9458533370331542|0.940971690225819|0.9490240776919883|0.943375987005016|0.9375376181515385|0.9490212125865292|0.9394831205611904|0.9455437183924461|0.9383537396448388|0.9406401226509652|0.9336463210245246|0.9355358307220075|0.9403328370285905|0.9366065658390794|0.9395333931326322|0.9335008097565882|0.9398956494788601|0.9367054398745707|0.9351684598073567|0.938992408312619|0.931070458126939|0.9334107373403088|0.9343170248754492|0.9296813922929982|0.9344586528599534|0.9312144915262858|0.936113438649809|0.9378623733781788|0.9552304701173686|0.9315608666367727|0.9434561421882072|0.9301904154150453|0.9332250057290133|0.9371277025845497|0.9302361863388863|0.933628955388178|0.9341990876959884|0.9375669055333421|0.9335445454131522|0.9296328860875134|0.9300068649527145,0.369863|0.53424656|0.51598173|0.51141554|0.51141554|0.51141554|0.51141554|0.51141554|0.51598173|0.5205479|0.5068493|0.5205479|0.53881276|0.5753425|0.6210046|0.6484018|0.6438356|0.65296805|0.65753424|0.6392694|0.65753424|0.65296805|0.6484018|0.65296805|0.6484018|0.6392694|0.6347032|0.6438356|0.6438356|0.6438356|0.6392694|0.6484018|0.6438356|0.6392694|0.6255708|0.6438356|0.6347032|0.6438356|0.63013697|0.6347032|0.6347032|0.63013697|0.6255708|0.6438356|0.6164383|0.6164383|0.6347032|0.6164383|0.61187214|0.61187214|0.6347032|0.60730594|0.60273975|0.6255708|0.5981735|0.61187214|0.5981735|0.60273975|0.60273975|0.61187214|0.60273975|0.60273975|0.60730594|0.5981735|0.60273975|0.58447486|0.5981735|0.60730594|0.5936073|0.5981735|0.5981735|0.60273975|0.60273975|0.5981735|0.60273975|0.5936073|0.58447486|0.56164384|0.5981735|0.5753425|0.5981735|0.5890411|0.57990867|0.5936073|0.5936073|0.58447486|0.57990867|0.5890411|0.5981735|0.60730594,7.804772138595581
2.175721552818333|1.975805591230523|1.729072065658221|1.5542052837267315|1.423024464415633|1.3251420950780721|1.2589725577123634|1.2121420140680113|1.180795849730435|1.1592368665895505|1.1384110902542393|1.1217685714704262|1.1138191234031225|1.0955998119153934|1.0846297569470862|1.072789007125924|1.0594028961168576|1.0463223547151643|1.0334683697517604|1.0268427775875073|1.015573008147549|1.0087999380342492|0.9972418331664447|0.9970881525239988|0.9881593051566381|0.9827365586746774|0.9825805934596824|0.976107328994089|0.9821892862450586|0.9717974276303156|0.9692581989993788|0.9772661211283784|0.9666532811508876|0.9703132866724441|0.9678319088400227|0.9636354770290253|0.966100718060585|0.9651966339921298|0.9582575456192505|0.9614631032834858|0.9640856687336752|0.9545778580452209|0.9604313090511652|0.961245642132955|0.9534391573030655|0.9532212389114241|0.9550776391813199|0.9572792208358033|0.9513239901359767|0.9536371715536945|0.9487811977460504|0.9483960352531852|0.945776166436879|0.946950827831547|0.9521695135935256|0.9495299039366039|0.9467499906613946|0.9500864001169597|0.9451858537382187|0.9409667446733065|0.9401570925973866|0.9448172284043543|0.9412494620231733|0.9380380410581963|0.9477532448833936|0.9452410070863488|0.9392320015659071|0.9440982907874399|0.9457789705768568|0.940494469583851|0.940007228013043|0.9437775304328361|0.9353384527985908|0.9397013775289875|0.9454714870888349|0.9375075390349784|0.9524052782690144|0.9386178647002129|0.939017780567413|0.9386837643031116|0.9416834363654324|0.9376650534264029|0.9440406174420222|0.9321551042604664|0.9381554227441413|0.9449226488805798|0.9423566485104495|0.9325063432732673|0.9378752781920237|0.9450295502192354|0.946419618173277|0.9425447624023646|0.935121611100898|0.9366956413064373|0.9395438704860809|0.9444275446678405|0.9303830442907604|0.9363030001997403|0.937632680755772|0.937055637030841|0.9409244065959704|0.9341083155375093|0.9349294394662936|0.9382028122470804|0.942955279731315,0.16894977|0.1826484|0.42009133|0.39269406|0.33333334|0.41095892|0.46575344|0.5022831|0.51598173|0.5251142|0.5205479|0.53881276|0.56621003|0.56621003|0.56164384|0.57990867|0.5890411|0.57990867|0.5890411|0.5890411|0.5890411|0.58447486|0.57990867|0.5890411|0.5890411|0.5890411|0.58447486|0.5890411|0.61187214|0.58447486|0.58447486|0.60273975|0.58447486|0.58447486|0.61187214|0.5936073|0.5936073|0.5707763|0.58447486|0.6164383|0.6210046|0.5753425|0.6255708|0.63013697|0.58447486|0.5890411|0.6164383|0.6255708|0.6255708|0.6255708|0.6255708|0.63013697|0.6164383|0.63013697|0.63013697|0.63013697|0.6255708|0.63013697|0.63013697|0.6255708|0.6347032|0.63013697|0.63013697|0.63013697|0.6210046|0.6347032|0.6255708|0.6347032|0.6210046|0.6347032|0.6164383|0.6347032|0.61187214|0.6347032|0.6255708|0.61187214|0.63013697|0.6164383|0.6392694|0.6392694|0.6255708|0.6392694|0.6438356|0.6164383|0.6438356|0.6347032|0.65753424|0.61187214|0.65296805|0.6438356|0.6347032|0.6484018|0.65753424|0.65296805|0.65753424|0.6210046|0.6438356|0.6347032|0.6484018|0.63013697|0.6484018|0.65296805|0.6255708|0.65296805|0.63013697,8.987334251403809
2.1299541845713574|1.8997530409190209|1.659300542857549|1.4875509210917504|1.384417218704746|1.319470933583229|1.278244782256209|1.247042392486851|1.2203796644733376|1.1936930505108072|1.1739698779093075|1.152801662275236|1.133067785060569|1.1148473465279356|1.0986875314690752|1.0812693711829513|1.0669538694429614|1.0570658875382655|1.0472856792685103|1.0368616091061944|1.0294294588642032|1.0182705782864192|1.0202115379512038|1.0099474695175206|1.0090742209186292|1.002174559249181|0.9983185216716436|0.9939817309923912|1.0023336786113373|0.9998117448532418|0.9984114055764185|1.0013194032455688|1.0025321498309097|0.9968545230011961|0.9934677990604209|0.9930825407646563|0.9862681183640816|0.9842371818137495|0.9806410814529141|0.9848989452401252|0.9856811124984532|0.9822738418296048|0.9739395584145637|0.9786838178765284|0.9711112339202672|0.9772394519962676|0.9768670242126674|0.9831169756580161|0.9725496352535404|0.9741471847987067|0.9744494957466648|0.9784347156411437|0.9802272845076644|0.9742398267467273|0.9672103630353327|0.9720749667246048|0.972927661246905|0.9716693641932588|0.974630208048102|0.971412946644439,0.39269406|0.44748858|0.53424656|0.51141554|0.51141554|0.51141554|0.51141554|0.51141554|0.51598173|0.51598173|0.51598173|0.51598173|0.51141554|0.51141554|0.51141554|0.51141554|0.51141554|0.51141554|0.51141554|0.51141554|0.51141554|0.51141554|0.51141554|0.4977169|0.6255708|0.5890411|0.5936073|0.58447486|0.60273975|0.58447486|0.5707763|0.58447486|0.58447486|0.5890411|0.5890411|0.60273975|0.58447486|0.5890411|0.5890411|0.5981735|0.5981735|0.60273975|0.5981735|0.5981735|0.5936073|0.61187214|0.5981735|0.6392694|0.5981735|0.60730594|0.5936073|0.6484018|0.63013697|0.6164383|0.60273975|0.6210046|0.60730594|0.60273975|0.61187214|0.6164383,5.634602069854736
2.1209535751168587|1.9153610838058333|1.7240283091862996|1.5603901262152684|1.4231110707809935|1.3345284369438206|1.2819301575830537|1.250447194870204|1.225463315776494|1.2090320325877568|1.195412812167651|1.176615009569142|1.1682205374382402|1.157535220390041|1.1468019999869883|1.1430868476493175|1.1424385736522065|1.1258848415662164|1.1312220703521276|1.1196447216212477|1.107016578112563|1.1061524052053826|1.0976648621907517|1.087235412641203|1.0744318153760204|1.069010510836562|1.0659022568023369|1.051035193819978|1.042110919408058|1.0282163070217114|1.0245079335556726|1.0198406138920892|1.0086692070852132|1.0133390957362032|1.003261040879167|0.9983667777553541|0.9944614800688338|1.0103273802696298|0.9934644650106561|0.9962658452116735|0.990809063661044|0.9865976825152358|0.9833807585990593|0.986556251571603|0.9938489242231465|0.9810302129619197|0.9803584963763685|0.96293225380928|0.9706267534869991|0.9728839593390896|0.9657380278796366|0.9763135226894187|0.9579795707850696|0.9661307631562289|0.9589028369346165|0.9512145402224641|0.9570251153484327|0.9627375267956355|0.9545038728953497|0.9635497982099176|0.9517425843025451|0.9583616735728364|0.9573196567356859|0.9522092756071047|0.9511494641978991|0.9656816222896315|0.9532141497690384|0.9621154684998673|0.9528620379156174|0.9624498423920375,0.35159817|0.3561644|0.34703195|0.34246576|0.34246576|0.33789954|0.33789954|0.33789954|0.33789954|0.33789954|0.33789954|0.33789954|0.33789954|0.33789954|0.33789954|0.33789954|0.34703195|0.34703195|0.3561644|0.3561644|0.40182647|0.5296804|0.60730594|0.5251142|0.51598173|0.51141554|0.51141554|0.5068493|0.51141554|0.5068493|0.51141554|0.6210046|0.5707763|0.56164384|0.56621003|0.55707765|0.56621003|0.5296804|0.55707765|0.543379|0.5707763|0.5707763|0.56164384|0.56621003|0.58447486|0.5890411|0.6164383|0.5753425|0.5753425|0.6255708|0.5981735|0.61187214|0.58447486|0.61187214|0.60730594|0.60273975|0.60730594|0.60273975|0.60730594|0.6255708|0.60730594|0.6210046|0.60730594|0.5981735|0.6210046|0.6210046|0.56164384|0.60273975|0.60273975|0.60730594,6.41078782081604
2.1889872855791763|1.9858519394103795|1.7580543985105541|1.5977132576241342|1.4716584916528501|1.3781947839205668|1.3172203335043502|1.2748640792010582|1.242106745232186|1.215417840709425|1.1980901608184047|1.175411934177625|1.1599019055497157|1.1543372695304488|1.140237554023255|1.1297743282361663|1.1275733320136048|1.1216389212978486|1.107807086210817|1.1067982351398904|1.10418509593293|1.0952422175233223|1.0931873963848096|1.0888463906501527|1.0861340674091147|1.082397861295639|1.0752097468942268|1.077530953165603|1.0729968256602005|1.0685073733329773|1.0699432394275927|1.0682333147144754|1.0635140543658983|1.0602778972011724|1.055055769611167|1.0489740706469914|1.0374939398134135|1.0269725584004024|1.0128075831556973|1.0037911817363407|0.9940366004699985|0.9884175424162112|0.987531969536385|0.9828463937049587|0.9771142182829173|0.9750107956803553|0.9739811453100753|0.9745162521323113|0.9702406691633947|0.9737748288672808|0.9698001497412381|0.9739672438194763|0.9670535587284663|0.9780286000743849|0.9705895476689622|0.9627856617648852|0.9733907365363482|0.9647625524159436|0.973709321185334|0.9672664929198348|0.9669283593081992|0.9772386779523876|0.9682092035197776|0.9637478108275427|0.9711705440799939|0.9666421625712146|0.9677444443310776|0.972319034408761|0.96793642163821|0.9696125676642814|0.9769203681924027|0.9687137279880645|0.9752561937184094|0.9647262227045347|0.9655737343444127|0.9704464932554933|0.9715353438298996|0.9726750298177815|0.9734981454670701|0.9696458624378187,0.38356164|0.44748858|0.35159817|0.33333334|0.33333334|0.29223743|0.33333334|0.30136988|0.2648402|0.33333334|0.33333334|0.33333334|0.33333334|0.33333334|0.33333334|0.33333334|0.34246576|0.34703195|0.33789954|0.34246576|0.34703195|0.34246576|0.34703195|0.34703195|0.3561644|0.369863|0.3652968|0.42922375|0.43378997|0.42922375|0.47945204|0.48401827|0.5022831|0.51141554|0.5205479|0.5479452|0.53881276|0.5525114|0.543379|0.58447486|0.58447486|0.57990867|0.58447486|0.58447486|0.58447486|0.5753425|0.5890411|0.5936073|0.58447486|0.6164383|0.58447486|0.60273975|0.58447486|0.6392694|0.61187214|0.58447486|0.6164383|0.57990867|0.61187214|0.60273975|0.5981735|0.6347032|0.6438356|0.57990867|0.61187214|0.6438356|0.5890411|0.6164383|0.6164383|0.61187214|0.6210046|0.6164383|0.6255708|0.6164383|0.5981735|0.6210046|0.6164383|0.6164383|0.6210046|0.6210046,7.145385026931763
2.190849003726489|1.9999676518244287|1.8246463265048858|1.660327053505536|1.5278359640678858|1.4314657694672885|1.361374106037018|1.3109675907108882|1.2733837126596879|1.2494352054378213|1.2313095870083326|1.2173127594603796|1.2091299534932662|1.202009202138474|1.1955744098854937|1.1936043495456923|1.1875973858245432|1.185014600623144|1.1872289071888684|1.1876823526539215|1.185044380083476|1.1830434260303027|1.178470077035634|1.1831536265813052|1.1833100324352037|1.1774725396883543|1.1821347137564393|1.1800064332953326|1.181172668661701|1.1763531220013692|1.176723130217426|1.1742742448092596|1.1766438593058826|1.1728494480320308|1.1633652440489155|1.1539949227685797|1.1355716414647559|1.1246303564881626|1.1074737220594328|1.0948462578803981|1.0795086086068524|1.0590261117508422|1.0393154120336385|1.0192681003923285|1.007317876706929|0.9830832527652723|0.9789814154307047|0.976363767499793|0.9640763611554011|0.9669040014210357|0.9628690598217864|0.9584764220398855|0.9559477284618708|0.9546487399432213|0.9542057386272029|0.9585292690420804|0.954004724820455|0.9527866992776253|0.9551962265685269|0.9598010127947211|0.9541442563000335|0.9573113708735601|0.9642753636455972|0.9570257252754142|0.9578224246360395|0.9637697222025972|0.9526751683727247|0.960162375615612|0.9508725339419222|0.9618846567254088,0.19634703|0.42465752|0.33333334|0.33333334|0.33333334|0.33333334|0.33333334|0.33333334|0.33333334|0.33333334|0.33333334|0.33333334|0.33333334|0.33333334|0.33333334|0.33333334|0.33333334|0.33333334|0.33333334|0.32876712|0.32876712|0.33333334|0.33333334|0.32876712|0.32876712|0.33333334|0.32876712|0.32876712|0.32876712|0.33333334|0.32876712|0.33333334|0.32876712|0.32876712|0.32876712|0.33789954|0.33789954|0.35159817|0.369863|0.4520548|0.51141554|0.5251142|0.57990867|0.5707763|0.5890411|0.5981735|0.6164383|0.6164383|0.6210046|0.6210046|0.6210046|0.60730594|0.60730594|0.60730594|0.61187214|0.61187214|0.60730594|0.6164383|0.61187214|0.61187214|0.61187214|0.6164383|0.6164383|0.6164383|0.6164383|0.6164383|0.6164383|0.6255708|0.6210046|0.6255708,7.48316216468811
2.2201588338912894|2.0604340082978547|1.8122452154551467|1.603139194723678|1.4657475006634786|1.3668609841229165|1.2928896848469564|1.2354992971028367|1.1905304133619892|1.1616600354512532|1.1322431107089943|1.1151238497533755|1.0856156101509862|1.0804748448062704|1.0588829375837492|1.0445230823673615|1.0419043073915455|1.0282625942469732|1.0183001966236933|1.0125226773083482|1.0039366298614572|1.00266717939072|0.9905980147727548|0.9879493261581143|0.9883601632836747|0.9825341932849797|0.9730492226065022|0.9650818920570966|0.9611002364659418|0.9666775914087687|0.9608336436694072|0.9478333431836132|0.9528719722952472|0.9491197015052517|0.9431787723819959|0.9392167885009557|0.9474589519849107|0.9330704233962107|0.935954850013942|0.9322527957289186|0.9297470172790632|0.9347251177378441|0.9316680910380464|0.9355507770629778|0.9306064381447012|0.9299340245386237|0.9343949937384967|0.9397208105483555|0.9314812971576708|0.9270160622792701|0.9303407990224829|0.9341454952274828|0.9258631810750046|0.9301866053446243|0.9252473039714169|0.9296749163436019|0.9367774667805189|0.9327109581259287|0.9346840719109801|0.9343986350651745|0.9312999071595875|0.9273828825994169|0.9439175627002977|0.9308084086196063|0.9434969106765643|0.930009176469829|0.935115428547881|0.9271674469181391|0.9267105933738081|0.9354217904343453|0.9286482470220627|0.9398788801611286|0.9271225278780341|0.9259465353129661|0.9228648540636176,0.27853882|0.47945204|0.51141554|0.51141554|0.57990867|0.61187214|0.60730594|0.6164383|0.65296805|0.6347032|0.6347032|0.6347032|0.6484018|0.6210046|0.6484018|0.65296805|0.6484018|0.65753424|0.66210043|0.6438356|0.65753424|0.6392694|0.6210046|0.5936073|0.6255708|0.57990867|0.5707763|0.5890411|0.58447486|0.5753425|0.65296805|0.57990867|0.5981735|0.6164383|0.5936073|0.5936073|0.65296805|0.5936073|0.6210046|0.6255708|0.5936073|0.6392694|0.5936073|0.65296805|0.6347032|0.6210046|0.66210043|0.63013697|0.65753424|0.58447486|0.6210046|0.6484018|0.57990867|0.5981735|0.5890411|0.6392694|0.6347032|0.6347032|0.6347032|0.63013697|0.6347032|0.58447486|0.63013697|0.6164383|0.6255708|0.61187214|0.6164383|0.60273975|0.60273975|0.61187214|0.6164383|0.6164383|0.60273975|0.61187214|0.61187214,7.568889856338501
2.1556964105667045|1.9859540435277163|1.8167542872363573|1.6288264940862787|1.474140623933104|1.3728539138079778|1.3103919230639662|1.2644725929112195|1.2317787016907784|1.2026270627975464|1.178728271837104|1.1577594699380604|1.1383777209068542|1.1206833491586659|1.1029628071610786|1.0903654988497904|1.076887078753345|1.0629153423113367|1.0489779963885268|1.0411782166729235|1.0354559007844968|1.0225339409423202|1.0215683446082895|1.0145636010387717|1.009973928264287|1.009879255675834|1.0093781052659092|0.9979141713821724|1.0012899955658063|0.9948103359845131|1.0026910413890124|0.9929886803235093|1.0034871996809902|0.986042902894216|0.9815465794306367|0.991239525139604|0.9787568654099555|0.9870247620425813|0.9853141454801168|0.9747014606380027|0.9812127447019429|0.9815485613531174|0.9782585749343106|0.9674554061671915|0.9707429294716822|0.9657597296858487|0.9558537188730284|0.9554349763752663|0.9608859212975523|0.9575621921177868|0.9470672416904745|0.9451891295441753|0.9466498790810641|0.949862443420985|0.95354377733518|0.9473575963277251|0.9557218668667693|0.9414764408651553|0.9413209350686095|0.9410948209022278|0.9385585708705257|0.9330265794170501|0.9491963334823852|0.9334991900888208|0.9307243475630947|0.9332013851431407|0.9330713182823843|0.9288178968102965|0.9365897992430212|0.9239714434157767|0.9315234169568101|0.9293687985912306|0.9261214798443937|0.9208943688706176|0.9184091834172811|0.9183885683752087|0.9173025382708196|0.9159050700871367|0.920923240925079|0.9220440499314434|0.9204564998138985|0.9152449916486871|0.9208193826893148|0.9165830555027479|0.9188444853917649|0.9150770578754547|0.9068423207492045|0.9135822242797782|0.9144321394293276|0.9194079065976077|0.9164396777544936|0.9116279970021008|0.9096247074810881|0.9199973761218868|0.9149705016449706,0.3652968|0.37899545|0.46575344|0.51141554|0.51141554|0.51141554|0.51141554|0.51141554|0.51598173|0.51598173|0.5205479|0.5251142|0.5251142|0.5296804|0.5296804|0.5296804|0.5296804|0.5296804|0.5296804|0.5251142|0.53424656|0.5251142|0.5296804|0.5251142|0.5251142|0.5296804|0.5296804|0.5251142|0.53424656|0.5022831|0.60730594|0.6392694|0.63013697|0.6164383|0.57990867|0.5753425|0.5525114|0.5479452|0.53881276|0.55707765|0.55707765|0.55707765|0.55707765|0.57990867|0.5936073|0.6255708|0.56621003|0.56621003|0.63013697|0.6164383|0.5753425|0.5936073|0.61187214|0.6255708|0.6210046|0.6164383|0.6438356|0.6210046|0.6255708|0.6164383|0.60730594|0.6164383|0.63013697|0.6164383|0.6255708|0.63013697|0.63013697|0.6255708|0.6210046|0.6210046|0.6438356|0.61187214|0.6164383|0.6255708|0.63013697|0.63013697|0.6164383|0.63013697|0.5981735|0.61187214|0.6392694|0.60273975|0.61187214|0.6210046|0.5981735|0.60730594|0.60730594|0.61187214|0.6210046|0.6255708|0.63013697|0.6347032|0.60273975|0.6164383|0.6164383,9.060900926589966
